content,score
"Skill Academy by Ruangguru sangat rekomendded.sangat membantu dalam mengikuti program pelatihan prakerja dan dalam webinar ,penyampaian dalam menjelaskannya sangat baik ,sehingga mudah dimengerti dan pastinya menambah wawasan.👍👍👍",5
"Dari dulu aku susah bgt mahamin Biologi. Karena materinya yg segudang, bercabang cabang pula. Beruntung banget bisa dapet voucher RuangGuru + Kuota 30 GB. Jadi bisa akses semua materi yg aku butuhin. To be honest, penjelasannya singkat padet jelas. Kualitas video dan visualnya bagus.",5
"Saya sudah mencoba ruangguru, videonya bagus, rangkumannya lengkap, dan mudah dipahami. Dan saat saya saat mau belajar lagi kenapa saat saya buka, ada notifikasi ""ruangguru terus berhenti"" . Sudah saya coba berkali kali, tapi tidak bisa. Mohon diberikan solusi yang tepat",4
"Aplikasi ini sangat membantu. Nilai² ku meningkat drastis. Yang dulu nilaiku di bawah kkm, alhadulillah sekarang di atasnya. Yang dulu aku peringkat 8,9,10 bahkan sampai belasan, sekarang aku peringkat 1 dikelas.keluargaku sangat bangga denganku. Terimakasih banyak RUANG GURU 💗",5
"Saya sangat mengapresiasi ruangguru❤ aplikasi belajar yg sangat bagus menurutku. Kesalahan2 diperbaiki dan saya merasa nyaman dan senang saat belajar. Terima kasih ruangguru sudah membantu kami, pelajar indonesia. Walaupun belajar dirumah tapi tetap mengasyikkan. Dan itu semua gratis. Ditambah lagi kuota2 gratis yg benar2 membantu kami dalam belajar. Terima kasih ruangguru",5
"Aplikasinya sdh bagus. Pembelajaran cukup lengkap dan mudah dimengerti. Makin best. Tapi untuk yang SMK kelas Otomatisasi Tata Kelola perkantoran, kenapa tidak ada pembelajaran tentang perkantoran(kayak korespondensi/adm/tek.perkantoran)ya? Sedangkan yang AKL, BDP dll sudah ada pembelajarannya. Semoga kedepannya ada pembelajaran tentang OTKP ,soalnya butuh banget hehe. Btw, makasih buat Adapto nya di jurusan SMK. Seneng banget, kayak ada pembelajaran cepat dan ringkasnya,sukses trs🥰❤",5
"Halo, tolong untuk materi getaran gelombang (fisika kelas 8) video nya diperbarui menjadi konsep kilat, karena materi getaran gelombang itu sulit, jadi butuh yang konsep kilat supaya ga lama lama belajarnya, jadi lebih cepat paham juga. Ini materi getaran gelombang ya, bukan yang materi gelombang bunyi (nanti salah lagi)",3
"Sumpah...ini keren banget sih aplikasinya asli😗 Berkat ruangguru nilai nilai aku naik drastis, semua materi ada disini dijls kan sgt detail dan animasinyaa ngebantu banget buat mahami materi pembelajaran dgn cpt. Pokoknya ruangguru yg terbaik💜😗",5
Bagus banget dong:D aplikasi Ruang Guru ini ngebantu banget proses belajar ku dirumah. Video penjelasannya menarik banget udah gitu penjelasannya mudah di pahami dan materinya juga sama kayak yg di sekolahku. Pokoknya keren abiiiss😁👌,5
"Bagus banget, metode belajar nya mudah dipahami, (seperti berbagai latihan soal yg mengasah daya kerja otak, vidio pembelajarannya yang mudah dipahami, bahkan ada kuis kuis untuk mengecek pemahaman, bahkan sekarang ada vitur adapto yang membuat suatu vidio pembelajaran lebih interaktif, serta teman belajar yang lucu membuat belajar tidak membosankan)",5
"Bagus banget😭😭.. gak nyesel sih udah berlangganan di ruangguru.. kk""nya ramah"" bangettt.. fitur di ruangguru lengkap banget mulai dari video pembahasan materi, video pembahasan soal, bank soal, tryout, jadwal, perkembangan belajar dan yang paling aku suka KONSEP KILAT. berguna banget kalo emg waktu lagi mepet atau besok lagi ada ujian dan pasti bakal berguna banget buat yang cepat tanggap (buat yang suka lemot bisa pake video pembahasan materi ajh pasti ngerti:).. pokoknya the best ruangguru🥰",5
"Ruang guru membantu banget buat tugas juga bisa , video nya beranimasi keren keren deh kalau belum paham bisa di ulangi lagi ada kuis juga jika jawaban salah bisa lihat pembahasan aku ke bantu banget sama ruang guru nilai nya juga naik the best pokoknya",5
"Kak pas buka video ngga bisa lock screen, jadi 30 detik ngga diklik layar otomatis mati. Ngikut sistem, jadi bagusnya video ruang belajar dibuat mirip YouTube, bisa lock screen biar ngga mati layarnya.",5
"Terimakasih skill academy dan ruang guru. Sangat membantu menyelesaikan pelatihan prakerja dgn baik, materi yg di berikan sangat bermanfaat juga cara penyampaia tutor2 nya sangat detaill.. Terimakasihhhh",5
"Sangat membantu! Walaupun harus membayar tetapi fasilitas yang disediakan sebanding dan bikin faham. Selain itu juga bisa diakses kapan saja,di mana aja, dan terserah mau berapa lama. Pokok nya terus berkembang ruang guruu!!!😘💋💋 tapi kenapa ya di bagian latihan topik kalo di akun ku waktu sudah selesai selalu nggak ke scan nilai nya jadi nya nggak dapet xp, mohon diperbaiki yaa🙏🙏",5
"Sebenernya sih abis apes, soalnya video rg lemot trus waktu udah daftar sekitar 2 bulanan, hp aku lcdnya rusak, kecewa deh Tapi setelah ganti hp baru Alhamdulillah bisa belajar sama ruangguru lagi, trims ruangguru karena cukup membantu aku dalam menambah nilai keaktifan di sekolah, saran buat apk ini, tetep terus maju sama materinya semoga semakin lengkap🤗😊😊",5
Saya sangat senang belajar di ruang guru. Sangat menyenangkan. Gk monoton hanya membaca tulisan saja. Ada latihan soalnya jugak. Setelah nonton vidio langsung di kasi latihan soal. Kalo bisa jawab soalnya itu si yg paling nyenengin. Tapi ada beberapa mata pelajaran yg kurang lengkap materinya. Dan agak beda sama di sklh. M,4
"Maaf saya kasih bintang 3 dulu. Sebelumnya Ruangguru dalam segi mengajar lewat audiovisualnya SANGAT BAGUS, ada animasinya lagi yang bikin sangat menarik. Tapi, ada fitur di ruang guru yakni Post My Story di Timeline, fitur ini sering terjadi bug, saya memposting cerita saya, berhasil, tapi hilang dalam 2-4 detik. Saya sudah berlangganan. Selain itu, kadang-kadang profil saya terlihat LV. 1, padahal level saya sudah tinggi, dan juga nama orang di highlights tidak terlihat. Mohon fix!",3
"Waktu kelas 9 aku bingung mau belajar untuk PTS dari mana dan aku ingat kalau ada ruangguru nah aku buka dan download aplikasinya terus belajar ruangguru, ternyata memudahkan banget aku untuk materi-materi yang aku bingung banget dan aku lebih suka nonton beda itu keren.",5
"Keseluruhan aplikasi nya sangat sangat bagus dan memuaskan, tapi saran saya kak, tolong dong untuk video yang ingin didownload kualitas video nya rendah (min: 240p) biar ga terlalu nguras penyimpanan dan paket data, semoga jaya selalu, trims",5
"Sungguh luar biasa Vidio pembelajaranya sangat mudah untuk di pahami Lalu latihan soalnya sangatlah luar biasa knpa? Soalnya, soal-soal latihannya itu menguji pemahaman saya tdk hanya itu rangkuman-rangkuman materinya bisa di download. Ruangguru emang paling the best..!!!!😍😗 Ruangguru nomer 1 di Indonesia Terimakasih RG (Ruangguru) 😚🤗",5
"jawaban ada yang tidak konsisten, ada beberapa tentor yang tidak menguasai materi dan penjelasannya rancu. Ada beberapa tutor terlalu meribetkan pembahasan dan tidak langsung ke inti. udah gitu pas ngerjain soal, optionya ga bisa digeser.",2
Anak saya ga sengaja uninstal app. Setelah iinstal ulang video2 bebas kuota ga tersedia lagi. Harus download lagi. Update 02022020 beberapa video yg sdh didownload berubah di file manager menjadi sedang didownload Kirim pesan ke bagian keluhan tidak terkirim-kirim,3
"ka saya sangat suka sekali dengan versi video terbaru dengan full animasi saran aja ka,semua video perbaharui dengan yang baru, soalnya itu lebih enak belajarnya dan untuk soalnya tambahin soal hots di semua mapel ya",5
"Aplikasi nya bagus cuman yg kurang pelajaran di ruang ngaji itu saya sudah selesaikan semua saya cari2 lagi pelajaran ruang ngaji di kelas kelas atas lainnya tapi tetap sama saja, jadi mohon di tambahin lagi materi materi nya ya😁😁. Klo pelajaran lain banyak materi nya.",5
Aplikasinya sangat membantu banget buat tambahan belajar. video pembelajarannya juga dilengkapi animasi jadi makin seru dan gak ngebosenin jadi makin semangat belajar. Dan berkat ruangguru juga aku bisa menjadi juara kelas dan umum di sekolah pokoknya best banget deh 😉,5
"allhamdulillah,berkat adanya aplikasi ruangguru,pola belajar saya menjadi teratur,semangat untuk belajar,jujur dulu saya tidak suka pleajaran matematika dan fisika,tapi berkat adanya ruangguru nilai un saya menjadi terbaik di kelas dan mendapat parerel 5 di sekolah saya,sehingga saya di terima di sma negeri dengan nilai terbaik 😁 #Thnksruangguru#",5
"Bagus banged aplikasi ruangguru ini, sekarang aku jadi sering belajar untuk mengurus evolusiku aku juga belajar pake ruangguru ini aku jadi sering rajin belajar, tapi ruangguru tolong tambahin fitur pelajaran olahraga dong,pelajaran penjaskes, pasti aku akan tambah ratingnya.",4
"Aplikasi ruang guru sangat bermanfaat sekali,, membantu belajar menjadi lebih mudah dengan materi yang disampaikan secara ringkas dan lengkap, semogah semakin memberikan motivasi terbaik buat anak Indonesia ☺️☺️",5
"walaupun sempat bermasalah, tapi kakak2 operatornya membantu banget kok.. klw bisa videonya dibikin durasi agak panjang aja sih kak, lebih enak aja kyknya, menurut aku aja sii. Kyk yg di youtube semoga bisa makin baik Terimakasih",5
"Mantep banget!! Materi penjelasannya paling lengkap daripada app yg lain, cocok bgt buat yg mau mendalami materi. Animasi & cara penyampaian kakak2nya sangat baagus. Aku paling suka adapto sih, ga bertele2 gitu. Ada drill soal sm bank soal jd ngebantuu jugakk. Btw kekurangannya ga bisa ss pendalaman materi, pdhal itu penting juga, trus kadang ada jawaban yg salah, gitu aja sih. Mau makasih bgt sm rg 😭semoga aku lulus sbm 2022 kesos ui",5
saya siswa kelas 8 namun diberikan video pembelajaran kelas 12 saya bingung karena materinya tidak sesuai dengan tingkatan saya,3
"Bisa bantu bnget buat bljr utbk, fun juga pelajarannya, semoga dgn ambil paket langganan, bisa masuk PTN yang aku mau",4
Membantu dalam pelajaran sih ini aku yg dlu gk bisa menjawab soal sekarang jadi bisa sedikit dikit.,5
Aplikasi nya bagus banget aku jadi lebih cepat paham materi nya padahal aku kira susah ternyata enggak,5
Wooww.. Aplikasi yang sangat bagus khususnya untuk siswa siswa ataupun yg sudah lulus.. Dengan tutor yang sangat berkompeten dalam menerangkan materi dan membahas soal serta video animasi yang memperjelas lagi sehingga mudah dipahami dan dicerna oleh siswa sesuai dengan kelasnya. Terimakasih.,5
"Hai, saya ingin menanya. Kenapa server nya down? Apakah ada masalah? Saya sedang mengerjakan kuis. Namun, server nya bermasalah. Tolong kak perbaiki servernya. 🙏",1
"Sangat membantu pembelajaran para pelajar dan mahasiswa dan pengajar dalam memahami dan memperdalam penguasaan ilmu. Lengkap mulai dari latihan soal, video tutorial materi pembelajaran, dll. Les belajar versi online.",5
"walaupun baru menggunakan aplikasi ruang guru tpi aku langsung suka bgt sma ruang guru karna membantu aku bgt dalam belajar,aku jdi bisa memahaminya karna pembahasan soalnya yg menarik dan video animasinya jga menarik.",5
"Saya kadang merasa bingung saat saya mengerjakan soal di ruang guru. Ketika saya mengerjakan soal bahasa indonesia di 'Latihan Topik Teks Diskusi Mudah' disana ada soal tentang 'apa struktur teks diskusi' saya menjawab sesuai dengan video pembelajaran tapi ternyata salah. Kemudian saya mengerjakan lagi di 'Latihan Topik Teks Diskusi Sedang' disitu muncul kembali soal yg sama dengan soal yg tadi,kemudian saya menjawab sesuai dengan kunci jawaban yang di soal sebelumnya yang saya salah itu,tapi ternyata malah salah juga,ternyata yg betul malah jawaban awal saya. Ini gimana maksudnya😔",4
saya sebenarnya senang dengan model pembelajarannya cuma untuk model pembelajaran hitung2an kalo bisa jangan hanya animasi tapi lebih ke nulis secara bertahap seperti sebelum direvisi karna jauh lebih paham dan seperti les langsung. Karna kalo animasi saja jujur kadang ngga paham kak. maaf ya makasih semoga tetep bisa berinovasi ya,4
"Aplikasi ini masih banyak kekurangan, diharapkan agar saat menonton video pembelajaran, video bisa di ROTATE di android, kemudian Daily Challenge masih belum optimal (sering macet) dalam ikon tombol. Diharapkan juga untuk dg cepat mengoptimalkannya ... Terima Kasih...!",4
"Menurut saya aplikasinya sudah bagus, cuman masalah saya saat mengerjakan soal latihan bagian matematika (jujur saya kurang tau bagian pelajaran lain sama seperti itu atau tidak) saat saya mengerjakan soal akhir, dan saya menjawab, saya tidak bisa melanjutkan untuk mendapatkan hasil nilai lengkapnya, dan bagian ai terkadang suka error, mohon diperbaiki atau bantu atasi cara memperbaikinya ya, terimakasih 🙏🏻",4
"Aplikasi sungguh luar biasa!! Terimakasih Ruangguru😊 kalo bisa tambah pelajaran tambahan yang lainnya yaa seperti pelajaran bahasa daerah, SBK, komputer/TIK, Prakarya, pokoknya lengkap... Tapi dengan adanya Ruangguru nilai saya lebih meningkat✊🏻",5
"udah langganan tapi masih banyak fitur yang ga bisa dipakai, udah chat kendala malah cuma diread doang",1
"Ruangguru menjadi aplikasi belajar terbaik pada saat corona menyerang,video pembelajaran yang disampaikan dapat dimengerti dengan cepat dan adanya penambahan visual yang membuat tidak bosan.maaf baru sempat memberikan rating sekarang",5
Aplikasinya bagus. Saya dapat mengerti secara jelas penjelasan yang di terangkan oleh para master teacher. Dan saat ingin berlatih soal pun saya tidak perlu lagi melihat vidionya lagi. Melainkan hanya melihat dari rangkuman saja saya sudah dapat mengingat kembali apa yang sudah di jelaskan sebelumnya,5
"Ruang guru sangat membantu sekali, video dengan penjelasan yang sangat mudah dipahami, rangkuman yang mudah dipahami juga, serta latihan soal yang banyak sekali. Terimakasih ruang guru. Aku baru nyoba, langsung paham ttg suatu materi padahal di sekolah belum dijelaskan😉",5
jadi paham semua karena jelasin nya juga seru ada gambar gambar nya dan pokok nya topp,5
"Sangat membantu dalam mendalami materi apalagi disaat pandemi yang terkadang guru hanya memberi tugas. Penyampaiannya enak banget, pelan dan to the point. Apalagi tiap materi dikasih kuis untuk berlatih. Sukaaaa!!",5
"Interface ampas; susah ditelusuri, ribet, banyak iterasi"" gak jelas yang ujungnya cuma ngeribetin",1
"Apk ruang guru ini membantu saya untuk mengerjakan tugas seperti mtk, bhs indo, dan materi lainya saya akan memberi bintang sempurna karena apk ini luar biasa dan sangat cocok digunakan untuk ank yg tidak bisa mengerjakan tugas mtk atau pun ips demikian saya sampaikan pendapat ini sekian terimakasih😁🥰",5
Sangat hebat dan juga berkat ruang guru saya bisa jauh lebih mengerti tentang pelajaran,5
"Mohon maaf ruang guru izin bertanya, kenapa fitur adaptonya eror trus ya, setiap saya membuka vidio belajar yang ada adaptonya selalu loading terus dan berakhir tidak bisa, padahal wifi saya lancar jaya,sudah saya coba ganti ke data juga tetap tidak bisa, saya mau screenshot buktinya tpi apk ruang guru tidak mengizinkan untuk mengambil gambar, lalu solusi bagi saya bagaimana ya? Mohon bantuannya saya sangat butuh fitur adapto ini🙏🙏",5
"sebenarnya video pembelajarannya menyenangkan tapi entah gimana aplikasinya itu sering banget ngehang, saya pikir awalnya karena koneksi tapi pas saya cek ke berbagai apk lain ternyata koneksinya memang masih bagus minta tolong bantuannya ya buat akun saya, karena saya butuh sekali untuk belajar.",3
Sangat membantu dalam proses belajar dan membantu dalam meraih prestasi,5
"Bagus banget buat pelajaran anak yang baru SD, SMP,SMA,kuliah dan banyak banget fitur bagus",5
"Saya suka sekali sama penjelasannya karena mudah diterima oleh otak saya yang termasuk loading lama. Kadang pas mau nunjukin nilai itu malah error jadi setelah ngerjain tugas nggak keluar nilainya Tapi untuk yang lainya sudah bagus, apalagi kalau ditambah dengan bahasan SMA jurusan BAHASA seperti jurusan saya ini, seperti bahasa Mandarin, Jepang, antropologi, sastra Indonesia pasti tambah baguss a",5
"warbyazahhhh sangat membantu dalam proses belajar. Namun ada beberapa hal yang perlu diperhatikan lagi seperti, contohnya ketika saya ingin membaca artikel di ruang baca dalam app sering error dan selalu kembali ke layar menu utama. Saya biasanya hanya membaca artikel di ruang bca melalui google dan bukan langsung di app. hmmm",5
"aplikasinya bagus bangetttttt,ngebantu dan mudah di mengerti",5
ruang guru sangat membantu siswa dan anak2ku dalam belajar,5
"Keren, bisa belajar tanpa harus kemana-mana. Penjelasannya juga mudah dipahami",5
"Ruangguru adalah salah satu apk Belajar yang jadi jurus ninja saya jika kesulitan dalam belajar. Apalagi pada pelajaran matematika:) ditambah lagi di SMA tingkatan belajarnya lebih tinggi, jadi harus cari tau sendiri kalau ada yang kurang paham, Salah satunya Ruangguru🥰 aku udah langganan 3 tahun dari SMP sampai SMA sekarang. Semoga Ruangguru makin keren dan memberikan pengalaman belajar yang menyenangkan bagi siswa. Thx rg:)",5
"Ngeleg parah, sdh berlangganan setahun!!!!! Tp apk TDK BS dipencet, dan loading sejam, restart tb2. Tlg dibenarkan!!!!!!!!!!!!!!!!!!!!!!!!!",1
Bisa membuat yg awalnya ketinggalan pelajaran jadi bisa ngikutin lagi👍,5
"apk ini ngebantu banget, apalagi banyak banget latihan soalnyaa thnk ruangguru",5
Aplikasi Ruang Guru adalah aplikasi belajar yang sangat mudah.... 😇 Dengan aplikasi ini saya lebih bisa mengerti dan memahami materi.... Selain itu Ruang Guru juga memberikan kemudahan dan belajarpun bisa menyenangkan.... Thanks Ruang Guru.... 😘,4
"ruang guru makin kesini kok makin lemot ya? jaringan udah lancar, sampe coba di beda device tapi tetep aja cuma loading terus. bikin bm, padahal lagi seru serunya mengulas materi:( tolong segera diperbaiki ya",3
"😫😫😫aku udah berlangganan, dan selama ini cukup memuaskan saat melihat videonya, tapi kenapa sekarang setelah saya update malah video nya sering macet, malah ada yang gagal memutar video, kalo emang masalah jaringan, sebelum di-update pun nggk ada masalah😥😥 tolong segera diperbaiki ya,,,😣😣😣karena pada dasarnha aplikasi ini sangat membantu :((((",4
"ruangguru sangat membantu saya dalam menghadapi masalah dalam hal pendidikan,saya sangat suka belajar di ruangguru karena dalam setiap pembelajaran dibuat beranimasi dan mudah untuk dipahami ,seumpamanya saya salah mengerjakan soal di situ ada pembahasannya jadi kita lebih menguasai soal yg diberikan, dalam aplikasi ini yg saya suka adalah dalam menjelaskan materi dgn video tutor yg mengajar sangat jelas dalam menjelaskan materi, jadi mudah untuk dipahami,,Terimakasih RUANGGURU SUKSES SELALU 😍",5
"tolong dong cht dri staffnya yng promosi""trus, yang ngechat trus dan spam trus, mengganggu sekali, tolong jngn cht lagii!!!!",1
"Menurut saya ruang guru lumayan bagus, tapi kalau untuk kurikulum anak SMA lebih bagus tidak usah menggunakan animasi seperti anak-anak atau penjelasan yang bertele-tele karena terlalu membosankan, langsung ke inti materi nya aja.",4
"Kenapa ya materi untuk sbmptn di hapus semua, malah diganti isinya latihan soal. Soalnya masih agak bingung jg kalo langsung latihan soal belum ada materi nya, padahal sebelumnya sudah bagus diberikan materi dulu baru latihan soalnya tetapi malah di update. Saran dari saya dibuat tempat berbeda antar materi dan materi lalu soal dengan soal.",3
"Seneng banget pakai aplikasi ruang guru, videonya bisa diulang"" jadi kalo ga paham bisa dilihat lagi sampe paham, latihan"" soalnya juga menantang banget, trs juga ada raporr nya jadi kita semangat buat kejar"" n rangking sama temen. Terimakasih ruang guru🤗Tapi kadang kalo lama lama lihat hp gabaik juga buat mata.",5
"Menurut saya aplikasi ini sangat bagus, mulai dari pembelajaran, pembahasan, dan soal² nya pun sangat mudah dimengerti. Aplikasi ini sangat membantu untuk kita agar kita bisa lebih paham dengan materi yang disekolah atau guru kita ajarkan, terimakasih ruang guru🙏😊",5
"Saya suka dengan metode pembelajarannya mudah dan cepat. Dan lebih suka lagi yaitu fitur konsep kilatnya, cepat, mudah dipahami dan dan kita jadi lebih interaktif dalam belajar. kelemahannya: bertele-tele(ini menurut pendapat pribadi)",5
dulu kalo belajar harus di jelasin 3/4 kali tapi semenjak saya berlangganan di ruangguru malamnya liat pelajaran trus liat ke rg mudah paham pas di kasih soal di tambah lagi saat di jelaskan ada animasinya dan fitur lainnya pokoknya makasih ruangguru!!! Oh iya bisa nggak untuk video di tmbahkan komentar agar kita bsa mengomentari apa yg slh & tolong tambahkan plajaran olahraga dan seni budaya juga karena di olahraga saya bnyak ketinggalan..sekalian agamanya di tingkatkan lagi karena blum lengkap,5
"Ruang guru tolong diperbaiki, hp saya mengalami bug video tidak ada gambarnya dan hanya ada suara. Tolong upgrade aplikasi nya supaya mendukung di android 11 keatas dikarenakan upgrade ke android 11 saya jadi sulit belajar",4
"Apk sangat bagus dan membantu, tapi saya sedikit kendalan di bagian waktu menjawab Quiz obsens nya pada Hilang dan pemahaman jadi terganggu. Tolong di perbaiki lagi agarsaya bisa belajar dengan Nyaman 🙏.",3
"Hai ka... Aku anak smk nih tapi aku pake aplikasi ini juga ko buat belajar, aku saranin untuk kelas "" nya adain untuk smk juga ka terutama untuk materi kejuruan nya ka... Aku seneng make aplikasi ini memudahkan aku buat belajar walaupun diluar rumah :).Terima kasih ruang guru :)",5
"Saya udh update beberapa kali aplikasi ini, tapi kenapa setelah itu kalo saya udh ngerjain latihan topiknya malah muncul.....Maaf sedang ada kesalahan pada sistem harap coba beberapa saat lagi. Itu udh berapa kali terjadi, mohon diperbaiki lagi",4
Aplikasi yang sangat bagus apalagi sistem baru bernama adapto tetapi kekuranganya adalah sebagian orang mengalami glitch/bug dalam sistem adapto contoh: adaptonya tidak berfungsi karena biasanya dalam video adapto ada kuis beserta dengan pilihan jawabannya tetapi pemasalahannya adlah saya kadang kadang tidak melihat pilihan jawaban dalam kuisnya. Itu saja terima kasih,5
"Dengan aplikasi ini. Kami bisa mendapatkan materi plus yang lebih efektif. Apalagi buat kelas 12 yang harus mempelajari materi dari kelas 10. Kan kebanyakan udah pada lupa tuh. so, ruangguru sangat membantu meringkas materi dengan tetap padat dan mencakup semuanya.. Semoga kami dapat melakukan yang terbaik. Sukses terus ruangguru 😊",5
Menurut saya aplikasi ini sangat bagus karena aplikasi menurut saya menjadi pengganti bimbel tambahan dan juga belajar menjadi lebih seru karena pertama kita ditampilkan video setelah itu kita dapat mengerjakan latihan soal dan saar melihat video videonya mudah dipahami,5
"Bagus banget, gara"" ruang guru nilai fisika aku naik dari awalnya 70 bisa jadi 100.... videonya mudah dipahami karena disertai animasi jadi ga bosan kalo belajar bareng ruang guru...saran aja kalo boleh tambahin materi"" lain seperti materi untuk OSN misal OSN fisika karena saya sulit sekali dalam memahami materi kalo hanya membaca dari buku..",5
"Puas saya menggunakan ruang guru. Bener bener bagus si. Kelebihannya : Ada animasi nya dan rangkuman akhir yang bikin tambah ngerti. Penjelasan yang ringkas dan jelas juga bikin saya cepat hapal. Lalu juga ada hewan semacam peliharaan kita yang bisa kita pilih sendiri. Kekurangannya : yang lengkap itu cuma pelajaran yang bakal diujikan untuk kelulusan siswa. Jadi pelajaran kayak PKN,IPS,dan yang lain itu hanya sedikit dan tidak lengkap. Dan tidak ada notifikasi kapan kita harus belajar. Thanks",5
"Untuk ruangguru terimakasih sudah nyediain fasilitas UTBK Center yang menurut aku sangat membantu aku banget dalam menguji atau belajar try out utbk online dengan mudah ditambah adanya sistem grafis dan soal yang belum aku kuasai, jadi aku bisa lebih mudah mematangkan soal yang sulit agar bisa dijawab, persiapan utbk di ruangguru memang lah keren banget, kalian semua yang mau persiapan utbk ayo download app ruangguru karena sangat keren dan menyenang kan loh 😍😍😍",5
"Ai nya jelek, sibuk Mulu server nya. Udah langganan paket nya masa masih sibuk servernya, mending apk sebelah kalo gitu, balikin duitnya 100.000",1
Aplikasi ini sangat bagus sekali untuk para pelajar mulai dr SD sampai SMA.. dan untuk mahasiswa/i.. selain disediakan video pembelajaran juga disediakan latihan-latihan soal yg keren dan terupdate juga pembahasannya sangat dimengerti.. keren sekali,5
"Yakin deh, dengan adanya video materi yang ada di aplikasi Ruangguru ini bakal bikin kamu ketagihan belajar dan jadi seru. Loh, kenapa seru? Perasaan belajar tuh ngebosenin dan gitu-gitu aja? Oh, tidak! Karena video yang ada di aplikasi ini dibuat semenarik mungkin menggunakan animasi, jadi walaupun diputar berulang-ulang pun nggak bakal bikin bosen dan lebih mudah dipahami. Materi belajarnya pun bisa disesuaikan dengan yang ada di sekolahmu.",5
"Saya suka dengan aplikasi ini, tapi untuk yang versi pc atau dekstop saya kurang suka karena fasilitas yang di sediakan tidak seperti yang pada versi aplikasi Android. Saran dari saya untuk yang versi desktop tambah lagi fiturnya seperti latihan SBMPTN dan UN untuk SMA. Kalo bisa fiturnya diserupakan dengan versi androidnya.",4
"Bagus om, banyak yg free, saya sebagai kaum gak berduit merasa terbantu oleh ruang guru. Pertahanin ya..., klo semua videonya free itu lebih membantu dan om yg buat pasti dapet pahala gede banget...👌. Dan satu lagi, tolong ditambah pelajaran yg lain seperti PAI, PJOK dan lainnya",5
Kak mau nanya saya sudah berlangganan Di ruang guru nah itu saya mau belajar bahasa indonesia saya belajar menggunakan konsep kilat tapi kan ada fitur adapto saat itu disuruh mili yg mana Sya pilih lanjutkan gak bisa ada cara atau mau langganan lagi makasih,5
"Haloo saya pengguna setia ruangguru sejak kls 10, saat ini saya sedang berlangganan paket SBMPTN. Sayangnya, setelah saya melakukan pembaruan ke versi 6.11.0 saat mencoba menggunakan roboguru terdapat tulisan "" INTERNAL_ERROR "" dan penjelasan soalnya pun kosong. Saya sdh uninstall aplikasi dan instal kembali, menghapus cache aplikasi tetapi tetap sama saja. Mohon segera diperbaiki. Oiyaa saya jg punya saran kalo durasi video jangan >20 menit, lebih baik jika dipotong potong mjdi bbrpa video. Thx",1
"Menurut saya semuanya sudah bagus dan sangat membantu saya dalam belajar dan meningkatkan nilai saya. Saya hanya ingin menambahkan saran,semoga bisa ditambah materi PPKN ya,agar lebih lengkap dan lebih mudah belajarnya. Terimakasih Ruang Guru🙏",5
"bagus banget. aku pakai aplikasi ini buat belajar pas lagi liburan akhir tahun, video2 pembelajaran di ruangguru ini penjelasannya mudah dimengerti!!! terus penjelasannya juga gak panjang bangetttt. selain itu ada soal nya juga yang membuat kita jadi semakin semangat belajarnya. btw aku baru makai apk ini seminggu buat persiapan kelas 9 nanti, awalnya coba2 tapi lama kelamaan jadi suka. pokoknya bagus banget deh apk ini!! wajib di download bagi diriku yang awalnya malas belajar😻😻",5
"Aplikasi kekinian yang cocok banget buat belajar di mana saja dan kapan saja. Video pembahasannya sangat menarik serta latihan soalnya pun beragam mulai dari yang mudah, sulit dan ada juga yang HOTS. Ga nyesel deh berlangganan di ruang guru.",5
"Jadi gini,aplikasi ruangguru itu sangat membantu sekali dan seru karena ada video animasi dan yang paling saya suka adalah ruangguru itu ketika salah mengerjakan soal ada pembetulan nya juga lohhhh CATATAN:DOWLOAD RUANGGURU AGAR JADI JUARA. Belajar?ingat...ruangguru....",5
"Ruangguru sangat membantu banget dalam proses belajar, apalagi untuk persiapan SBMPTN. Belajar pun jadi makin menarik karena kaya main game. Belajar asyik, cepet nempel di kepala karena videonya menarik banget. Meskipun biayanya sangat terjangkau tapi kualitasnya TOP banget pokoknya. Terima kasih, Ruangguru, telah membantu memajukan pendidikan anak-anak Indonesia :))",5
"aplikasi ruang guru sangat membantu saya dalam mengikuti pelajaran disekolah.apalgi dengan latihan soal yang banyak,setiap pembahasan ada video dan penjelasan pokoknya kerenla.Semoga ruang guru bisa mengeluarkan fitur fitur baru lagi agar lebih bisa membantu dalam proses belajar.tpi kenapa ruang guru adventure saya masih level 7 padahal saya hampir level 9 dan rapor saya tidak ada.mohon dibalas dan diperiksa",5
"Seneng banget belajar di Ruang Guru, penjelasannya tidak bikin ngantuk, gak seperti aplikasi lainnya, apalagi kalo dah bang RODHIKA yang ngajar, uhh, pasti seneng banget dah BTW, berkat Ruang Guru, yang dulunya nilai fisika gw yang trus remed, jadi gak remed rata rata 85. Thanks RG",5
aplikasi ini sangat membantu saya dri saya yang bahasa inggris dri nilai 7.7 jadi 8.3 dan penjelasan nya sangat mudah di pahami dan dimengertii apalagi video nya sangat menarik dan tampilan nya sangat bagus terima kasih ruang guruu😁😁😁,5
